time,unit,real_sde
2015-01-01,0,0.578
2015-01-02,0,0.57
2015-01-03,0,0.56700003
2015-01-04,0,0.56100005
2015-01-05,0,0.556
2015-01-06,0,0.57100004
2015-01-07,0,0.586
2015-01-08,0,0.585
2015-01-09,0,0.58100003
2015-01-10,0,0.582
2015-01-11,0,0.775
2015-01-12,0,0.78700006
2015-01-13,0,0.795
2015-01-14,0,0.78200006
2015-01-15,0,0.77
2015-01-16,0,0.791
2015-01-17,0,0.78099996
2015-01-18,0,0.77
2015-01-19,0,0.762
2015-01-20,0,0.77099997
2015-01-21,0,0.78700006
2015-01-22,0,0.78200006
2015-01-23,0,0.77700007
2015-01-24,0,0.773
2015-01-25,0,0.765
2015-01-26,0,0.757
2015-01-27,0,0.75
2015-01-28,0,0.74200004
2015-01-29,0,0.791
2015-01-30,0,0.81700003
2015-01-31,0,0.81
2015-02-01,0,0.80300003
2015-02-02,0,0.79700005
2015-02-03,0,0.791
2015-02-04,0,0.785
2015-02-05,0,0.78
2015-02-06,0,0.78099996
2015-02-07,0,0.77800006
2015-02-08,0,0.806
2015-02-09,0,0.79800004
2015-02-10,0,0.786
2015-02-11,0,0.77900004
2015-02-12,0,0.773
2015-02-13,0,0.768
2015-02-14,0,0.763
2015-02-15,0,0.759
2015-02-16,0,0.756
2015-02-17,0,0.7720001
2015-02-18,0,0.773
2015-02-19,0,0.757
2015-02-20,0,0.753
2015-02-21,0,0.749
2015-02-22,0,0.746
2015-02-23,0,0.744
2015-02-24,0,0.757
2015-02-25,0,0.767
2015-02-26,0,0.768
2015-02-27,0,0.804
2015-02-28,0,0.799
2015-03-01,0,0.805
2015-03-02,0,0.84400004
2015-03-03,0,0.839
2015-03-04,0,0.835
2015-03-05,0,0.831
2015-03-06,0,0.827
2015-03-07,0,0.822
2015-03-08,0,0.8
2015-03-09,0,0.796
2015-03-10,0,0.79700005
2015-03-11,0,0.79300004
2015-03-12,0,0.78900003
2015-03-13,0,0.785
2015-03-14,0,0.78200006
2015-03-15,0,0.77900004
2015-03-16,0,0.77599996
2015-03-17,0,0.774
2015-03-18,0,0.77099997
2015-03-19,0,0.768
2015-03-20,0,0.80200005
2015-03-21,0,0.84300005
2015-03-22,0,0.85400003
2015-03-23,0,0.85
2015-03-24,0,0.84599996
2015-03-25,0,0.84200007
2015-03-26,0,0.839
2015-03-27,0,0.97400004
2015-03-28,0,0.97200006
2015-03-29,0,0.97099996
2015-03-30,0,0.964
2015-03-31,0,0.96300006
2015-04-01,0,0.957
2015-04-02,0,0.951
2015-04-03,0,0.945
2015-04-04,0,0.94
2015-04-05,0,0.935
2015-04-06,0,0.943
2015-04-07,0,0.93
2015-04-08,0,0.92300004
2015-04-09,0,0.91700006
2015-04-10,0,0.895
2015-04-11,0,0.87700003
2015-04-12,0,0.953
2015-04-13,0,0.946
2015-04-14,0,0.941
2015-04-15,0,0.935
2015-04-16,0,0.929
2015-04-17,0,0.924
2015-04-18,0,0.919
2015-04-19,0,0.91400003
2015-04-20,0,0.86700004
2015-04-21,0,0.821
2015-04-22,0,0.78099996
2015-04-23,0,0.775
2015-04-24,0,0.7720001
2015-04-25,0,0.835
2015-04-26,0,0.84800005
2015-04-27,0,0.84400004
2015-04-28,0,0.84
2015-04-29,0,0.84700006
2015-04-30,0,0.85800004
2015-05-01,0,0.89
2015-05-02,0,0.89
2015-05-03,0,0.886
2015-05-04,0,0.881
2015-05-05,0,0.881
2015-05-06,0,0.845
2015-05-07,0,0.799
2015-05-08,0,0.79200006
2015-05-09,0,0.791
2015-05-10,0,0.79200006
2015-05-11,0,0.791
2015-05-12,0,0.767
2015-05-13,0,0.735
2015-05-14,0,0.73200005
2015-05-15,0,0.73
2015-05-16,0,0.72200006
2015-05-17,0,0.804
2015-05-18,0,0.831
2015-05-19,0,0.825
2015-05-20,0,0.84700006
2015-05-21,0,0.833
2015-05-22,0,0.78300005
2015-05-23,0,0.786
2015-05-24,0,0.78200006
2015-05-25,0,0.766
2015-05-26,0,0.748
2015-05-27,0,0.72700006
2015-05-28,0,0.691
2015-05-29,0,0.77
2015-05-30,0,0.753
2015-05-31,0,0.827
2015-06-01,0,0.77900004
2015-06-02,0,0.796
2015-06-03,0,0.834
2015-06-04,0,0.799
2015-06-05,0,0.746
2015-06-06,0,0.67800003
2015-06-07,0,0.624
2015-06-08,0,0.572
2015-06-09,0,0.536
2015-06-10,0,0.482
2015-06-11,0,0.42299998
2015-06-12,0,0.36400002
2015-06-13,0,0.312
2015-06-14,0,0.269
2015-06-15,0,0.256
2015-06-16,0,0.23200001
2015-06-17,0,0.199
2015-06-18,0,0.16600001
2015-06-19,0,0.133
2015-06-20,0,0.101
2015-06-21,0,0.069
2015-06-22,0,0.042000003
2015-06-23,0,0.021000002
2015-06-24,0,0.009000001
2015-06-25,0,0.003
2015-06-26,0,0.0
2015-06-27,0,0.0
2015-06-28,0,0.0
2015-06-29,0,0.0
2015-06-30,0,0.0
2015-07-01,0,0.0
2015-07-02,0,0.0
2015-07-03,0,0.0
2015-07-04,0,0.0
2015-07-05,0,0.0
2015-07-06,0,0.0
2015-07-07,0,0.0
2015-07-08,0,0.0
2015-07-09,0,0.0
2015-07-10,0,0.0
2015-07-11,0,0.0
2015-07-12,0,0.0
2015-07-13,0,0.0
2015-07-14,0,0.0
2015-07-15,0,0.0
2015-07-16,0,0.0
2015-07-17,0,0.0
2015-07-18,0,0.0
2015-07-19,0,0.0
2015-07-20,0,0.0
2015-07-21,0,0.0
2015-07-22,0,0.0
2015-07-23,0,0.0
2015-07-24,0,0.0
2015-07-25,0,0.0
2015-07-26,0,0.0
2015-07-27,0,0.0
2015-07-28,0,0.0
2015-07-29,0,0.0
2015-07-30,0,0.0
2015-07-31,0,0.0
2015-08-01,0,0.0
2015-08-02,0,0.0
2015-08-03,0,0.0
2015-08-04,0,0.0
2015-08-05,0,0.0
2015-08-06,0,0.0
2015-08-07,0,0.0
2015-08-08,0,0.0
2015-08-09,0,0.0
2015-08-10,0,0.0
2015-08-11,0,0.0
2015-08-12,0,0.0
2015-08-13,0,0.0
2015-08-14,0,0.0
2015-08-15,0,0.0
2015-08-16,0,0.0
2015-08-17,0,0.0
2015-08-18,0,0.0
2015-08-19,0,0.0
2015-08-20,0,0.0
2015-08-21,0,0.0
2015-08-22,0,0.0
2015-08-23,0,0.0
2015-08-24,0,0.0
2015-08-25,0,0.0
2015-08-26,0,0.0
2015-08-27,0,0.0
2015-08-28,0,0.0
2015-08-29,0,0.0
2015-08-30,0,0.0
2015-08-31,0,0.0
2015-09-01,0,0.0
2015-09-02,0,0.0
2015-09-03,0,0.0
2015-09-04,0,0.0
2015-09-05,0,0.0
2015-09-06,0,0.0
2015-09-07,0,0.0
2015-09-08,0,0.0
2015-09-09,0,0.0
2015-09-10,0,0.0
2015-09-11,0,0.0
2015-09-12,0,0.0
2015-09-13,0,0.0
2015-09-14,0,0.0
2015-09-15,0,0.0
2015-09-16,0,0.0
2015-09-17,0,0.0
2015-09-18,0,0.0
2015-09-19,0,0.0
2015-09-20,0,0.0
2015-09-21,0,0.0
2015-09-22,0,0.0
2015-09-23,0,0.0
2015-09-24,0,0.0
2015-09-25,0,0.0
2015-09-26,0,0.0
2015-09-27,0,0.0
2015-09-28,0,0.0
2015-09-29,0,0.0
2015-09-30,0,0.0
2015-10-01,0,0.0
2015-10-02,0,0.0
2015-10-03,0,0.0
2015-10-04,0,0.0
2015-10-05,0,0.0
2015-10-06,0,0.0
2015-10-07,0,0.0
2015-10-08,0,0.0
2015-10-09,0,0.009000001
2015-10-10,0,0.011
2015-10-11,0,0.0
2015-10-12,0,0.0
2015-10-13,0,0.0
2015-10-14,0,0.0
2015-10-15,0,0.0
2015-10-16,0,0.0
2015-10-17,0,0.0
2015-10-18,0,0.0
2015-10-19,0,0.0
2015-10-20,0,0.0
2015-10-21,0,0.0
2015-10-22,0,0.016
2015-10-23,0,0.0
2015-10-24,0,0.0
2015-10-25,0,0.0
2015-10-26,0,0.0
2015-10-27,0,0.0
2015-10-28,0,0.0
2015-10-29,0,0.0
2015-10-30,0,0.0
2015-10-31,0,0.009000001
2015-11-01,0,0.0
2015-11-02,0,0.0
2015-11-03,0,0.0
2015-11-04,0,0.0
2015-11-05,0,0.0
2015-11-06,0,0.0
2015-11-07,0,0.0
2015-11-08,0,0.026
2015-11-09,0,0.047000002
2015-11-10,0,0.048
2015-11-11,0,0.047000002
2015-11-12,0,0.046
2015-11-13,0,0.058000002
2015-11-14,0,0.06
2015-11-15,0,0.061
2015-11-16,0,0.061
2015-11-17,0,0.187
2015-11-18,0,0.187
2015-11-19,0,0.18300001
2015-11-20,0,0.18
2015-11-21,0,0.177
2015-11-22,0,0.174
2015-11-23,0,0.171
2015-11-24,0,0.16800001
2015-11-25,0,0.165
2015-11-26,0,0.16300002
2015-11-27,0,0.16
2015-11-28,0,0.147
2015-11-29,0,0.22399999
2015-11-30,0,0.222
2015-12-01,0,0.22600001
2015-12-02,0,0.222
2015-12-03,0,0.223
2015-12-04,0,0.35600004
2015-12-05,0,0.368
2015-12-06,0,0.354
2015-12-07,0,0.345
2015-12-08,0,0.338
2015-12-09,0,0.33400002
2015-12-10,0,0.352
2015-12-11,0,0.34600002
2015-12-12,0,0.34100002
2015-12-13,0,0.337
2015-12-14,0,0.33400002
2015-12-15,0,0.33100003
2015-12-16,0,0.32799998
2015-12-17,0,0.32700002
2015-12-18,0,0.36400002
2015-12-19,0,0.35799998
2015-12-20,0,0.33900002
2015-12-21,0,0.32799998
2015-12-22,0,0.32299998
2015-12-23,0,0.345
2015-12-24,0,0.34100002
2015-12-25,0,0.36900002
2015-12-26,0,0.36600003
2015-12-27,0,0.36400002
2015-12-28,0,0.365
2015-12-29,0,0.365
2015-12-30,0,0.379
2015-12-31,0,0.377
2016-01-01,0,0.39200002
2016-01-02,0,0.433
2016-01-03,0,0.437
2016-01-04,0,0.435
2016-01-05,0,0.433
2016-01-06,0,0.43100002
2016-01-07,0,0.43
2016-01-08,0,0.428
2016-01-09,0,0.42600003
2016-01-10,0,0.432
2016-01-11,0,0.592
2016-01-12,0,0.588
2016-01-13,0,0.63100004
2016-01-14,0,0.62100005
2016-01-15,0,0.612
2016-01-16,0,0.603
2016-01-17,0,0.59400004
2016-01-18,0,0.585
2016-01-19,0,0.577
2016-01-20,0,0.57
2016-01-21,0,0.56299996
2016-01-22,0,0.55799997
2016-01-23,0,0.555
2016-01-24,0,0.548
2016-01-25,0,0.542
2016-01-26,0,0.538
2016-01-27,0,0.545
2016-01-28,0,0.644
2016-01-29,0,0.634
2016-01-30,0,0.681
2016-01-31,0,0.67300004
2016-02-01,0,0.665
2016-02-02,0,0.705
2016-02-03,0,0.697
2016-02-04,0,0.69
2016-02-05,0,0.68200004
2016-02-06,0,0.681
2016-02-07,0,0.774
2016-02-08,0,0.799
2016-02-09,0,0.806
2016-02-10,0,0.794
2016-02-11,0,0.78900003
2016-02-12,0,0.78300005
2016-02-13,0,0.78
2016-02-14,0,0.774
2016-02-15,0,0.768
2016-02-16,0,0.762
2016-02-17,0,0.756
2016-02-18,0,0.75
2016-02-19,0,0.746
2016-02-20,0,0.74700004
2016-02-21,0,0.834
2016-02-22,0,0.827
2016-02-23,0,0.819
2016-02-24,0,0.811
2016-02-25,0,0.80300003
2016-02-26,0,0.799
2016-02-27,0,0.79200006
2016-02-28,0,0.785
2016-02-29,0,0.78
2016-03-01,0,0.775
2016-03-02,0,0.89599997
2016-03-03,0,0.933
2016-03-04,0,0.96300006
2016-03-05,0,0.97900003
2016-03-06,0,0.97400004
2016-03-07,0,0.97700006
2016-03-08,0,0.976
2016-03-09,0,0.965
2016-03-10,0,0.954
2016-03-11,0,0.944
2016-03-12,0,0.934
2016-03-13,0,0.926
2016-03-14,0,0.885
2016-03-15,0,0.84200007
2016-03-16,0,0.80200005
2016-03-17,0,0.758
2016-03-18,0,0.751
2016-03-19,0,0.745
2016-03-20,0,0.739
2016-03-21,0,0.734
2016-03-22,0,0.74
2016-03-23,0,0.736
2016-03-24,0,0.73200005
2016-03-25,0,0.72800004
2016-03-26,0,0.72400004
2016-03-27,0,0.72099996
2016-03-28,0,0.741
2016-03-29,0,0.77
2016-03-30,0,0.774
2016-03-31,0,0.77
2016-04-01,0,0.768
2016-04-02,0,0.786
2016-04-03,0,0.785
2016-04-04,0,0.785
2016-04-05,0,0.81
2016-04-06,0,0.81
2016-04-07,0,0.805
2016-04-08,0,0.80200005
2016-04-09,0,0.799
2016-04-10,0,0.796
2016-04-11,0,0.79300004
2016-04-12,0,0.79
2016-04-13,0,0.78700006
2016-04-14,0,0.785
2016-04-15,0,0.794
2016-04-16,0,0.791
2016-04-17,0,0.78900003
2016-04-18,0,0.78700006
2016-04-19,0,0.786
2016-04-20,0,0.78300005
2016-04-21,0,0.78099996
2016-04-22,0,0.77900004
2016-04-23,0,0.77700007
2016-04-24,0,0.77700007
2016-04-25,0,0.775
2016-04-26,0,0.78
2016-04-27,0,0.77900004
2016-04-28,0,0.77700007
2016-04-29,0,0.819
2016-04-30,0,0.84599996
2016-05-01,0,1.05
2016-05-02,0,1.043
2016-05-03,0,1.046
2016-05-04,0,1.099
2016-05-05,0,1.071
2016-05-06,0,1.0270001
2016-05-07,0,0.97300005
2016-05-08,0,0.90300006
2016-05-09,0,0.831
2016-05-10,0,0.758
2016-05-11,0,0.71099997
2016-05-12,0,0.65300006
2016-05-13,0,0.641
2016-05-14,0,0.639
2016-05-15,0,0.637
2016-05-16,0,0.635
2016-05-17,0,0.597
2016-05-18,0,0.586
2016-05-19,0,0.608
2016-05-20,0,0.564
2016-05-21,0,0.518
2016-05-22,0,0.46400002
2016-05-23,0,0.41
2016-05-24,0,0.368
2016-05-25,0,0.33200002
2016-05-26,0,0.3
2016-05-27,0,0.25300002
2016-05-28,0,0.204
2016-05-29,0,0.172
2016-05-30,0,0.137
2016-05-31,0,0.1
2016-06-01,0,0.063
2016-06-02,0,0.032
2016-06-03,0,0.013
2016-06-04,0,0.004
2016-06-05,0,0.0
2016-06-06,0,0.0
2016-06-07,0,0.0
2016-06-08,0,0.0
2016-06-09,0,0.0
2016-06-10,0,0.0
2016-06-11,0,0.0
2016-06-12,0,0.0
2016-06-13,0,0.0
2016-06-14,0,0.0
2016-06-15,0,0.0
2016-06-16,0,0.0
2016-06-17,0,0.0
2016-06-18,0,0.0
2016-06-19,0,0.0
2016-06-20,0,0.0
2016-06-21,0,0.0
2016-06-22,0,0.0
2016-06-23,0,0.0
2016-06-24,0,0.0
2016-06-25,0,0.0
2016-06-26,0,0.0
2016-06-27,0,0.0
2016-06-28,0,0.0
2016-06-29,0,0.0
2016-06-30,0,0.0
2016-07-01,0,0.0
2016-07-02,0,0.0
2016-07-03,0,0.0
2016-07-04,0,0.0
2016-07-05,0,0.0
2016-07-06,0,0.0
2016-07-07,0,0.0
2016-07-08,0,0.0
2016-07-09,0,0.0
2016-07-10,0,0.0
2016-07-11,0,0.0
2016-07-12,0,0.0
2016-07-13,0,0.0
2016-07-14,0,0.0
2016-07-15,0,0.0
2016-07-16,0,0.0
2016-07-17,0,0.0
2016-07-18,0,0.0
2016-07-19,0,0.0
2016-07-20,0,0.0
2016-07-21,0,0.0
2016-07-22,0,0.0
2016-07-23,0,0.0
2016-07-24,0,0.0
2016-07-25,0,0.0
2016-07-26,0,0.0
2016-07-27,0,0.0
2016-07-28,0,0.0
2016-07-29,0,0.0
2016-07-30,0,0.0
2016-07-31,0,0.0
2016-08-01,0,0.0
2016-08-02,0,0.0
2016-08-03,0,0.0
2016-08-04,0,0.0
2016-08-05,0,0.0
2016-08-06,0,0.0
2016-08-07,0,0.0
2016-08-08,0,0.0
2016-08-09,0,0.0
2016-08-10,0,0.0
2016-08-11,0,0.0
2016-08-12,0,0.0
2016-08-13,0,0.0
2016-08-14,0,0.0
2016-08-15,0,0.0
2016-08-16,0,0.0
2016-08-17,0,0.0
2016-08-18,0,0.0
2016-08-19,0,0.0
2016-08-20,0,0.0
2016-08-21,0,0.0
2016-08-22,0,0.0
2016-08-23,0,0.0
2016-08-24,0,0.0
2016-08-25,0,0.0
2016-08-26,0,0.0
2016-08-27,0,0.0
2016-08-28,0,0.0
2016-08-29,0,0.0
2016-08-30,0,0.0
2016-08-31,0,0.0
2016-09-01,0,0.0
2016-09-02,0,0.0
2016-09-03,0,0.0
2016-09-04,0,0.0
2016-09-05,0,0.0
2016-09-06,0,0.0
2016-09-07,0,0.0
2016-09-08,0,0.0
2016-09-09,0,0.0
2016-09-10,0,0.0
2016-09-11,0,0.0
2016-09-12,0,0.0
2016-09-13,0,0.0
2016-09-14,0,0.0
2016-09-15,0,0.0
2016-09-16,0,0.0
2016-09-17,0,0.0
2016-09-18,0,0.0
2016-09-19,0,0.0
2016-09-20,0,0.0
2016-09-21,0,0.0
2016-09-22,0,0.0
2016-09-23,0,0.0
2016-09-24,0,0.0
2016-09-25,0,0.0
2016-09-26,0,0.0
2016-09-27,0,0.0
2016-09-28,0,0.0
2016-09-29,0,0.0
2016-09-30,0,0.0
2016-10-01,0,0.0
2016-10-02,0,0.0
2016-10-03,0,0.0
2016-10-04,0,0.0
2016-10-05,0,0.0
2016-10-06,0,0.0
2016-10-07,0,0.0
2016-10-08,0,0.0
2016-10-09,0,0.0
2016-10-10,0,0.0
2016-10-11,0,0.0
2016-10-12,0,0.0
2016-10-13,0,0.0
2016-10-14,0,0.0
2016-10-15,0,0.0
2016-10-16,0,0.0
2016-10-17,0,0.0
2016-10-18,0,0.0069999998
2016-10-19,0,0.008
2016-10-20,0,0.0069999998
2016-10-21,0,0.006
2016-10-22,0,0.005
2016-10-23,0,0.005
2016-10-24,0,0.008
2016-10-25,0,0.011
2016-10-26,0,0.01
2016-10-27,0,0.015
2016-10-28,0,0.0069999998
2016-10-29,0,0.006
2016-10-30,0,0.005
2016-10-31,0,0.01
2016-11-01,0,0.12100001
2016-11-02,0,0.19399999
2016-11-03,0,0.191
2016-11-04,0,0.192
2016-11-05,0,0.319
2016-11-06,0,0.325
2016-11-07,0,0.317
2016-11-08,0,0.31
2016-11-09,0,0.304
2016-11-10,0,0.31
2016-11-11,0,0.304
2016-11-12,0,0.32600003
2016-11-13,0,0.319
2016-11-14,0,0.311
2016-11-15,0,0.35
2016-11-16,0,0.34
2016-11-17,0,0.35600004
2016-11-18,0,0.35
2016-11-19,0,0.377
2016-11-20,0,0.433
2016-11-21,0,0.45
2016-11-22,0,0.488
2016-11-23,0,0.522
2016-11-24,0,0.509
2016-11-25,0,0.518
2016-11-26,0,0.48400003
2016-11-27,0,0.477
2016-11-28,0,0.476
2016-11-29,0,0.469
2016-11-30,0,0.463
2016-12-01,0,0.45900002
2016-12-02,0,0.48
2016-12-03,0,0.48
2016-12-04,0,0.477
2016-12-05,0,0.46400002
2016-12-06,0,0.46100003
2016-12-07,0,0.458
2016-12-08,0,0.45900002
2016-12-09,0,0.44
2016-12-10,0,0.458
2016-12-11,0,0.477
2016-12-12,0,0.49400002
2016-12-13,0,0.49400002
2016-12-14,0,0.49100003
2016-12-15,0,0.488
2016-12-16,0,0.485
2016-12-17,0,0.482
2016-12-18,0,0.48100004
2016-12-19,0,0.467
2016-12-20,0,0.447
2016-12-21,0,0.445
2016-12-22,0,0.444
2016-12-23,0,0.507
2016-12-24,0,0.513
2016-12-25,0,0.51100004
2016-12-26,0,0.52
2016-12-27,0,0.586
2016-12-28,0,0.58100003
2016-12-29,0,0.575
2016-12-30,0,0.56600004
2016-12-31,0,0.554
2017-01-01,0,0.55
2017-01-02,0,0.548
2017-01-03,0,0.545
2017-01-04,0,0.603
2017-01-05,0,0.601
2017-01-06,0,0.59900004
2017-01-07,0,0.605
2017-01-08,0,0.602
2017-01-09,0,0.598
2017-01-10,0,0.59400004
2017-01-11,0,0.615
2017-01-12,0,0.679
2017-01-13,0,0.675
2017-01-14,0,0.67200005
2017-01-15,0,0.66800004
2017-01-16,0,0.66400003
2017-01-17,0,0.67
2017-01-18,0,0.665
2017-01-19,0,0.65599996
2017-01-20,0,0.644
2017-01-21,0,0.628
2017-01-22,0,0.62299997
2017-01-23,0,0.619
2017-01-24,0,0.615
2017-01-25,0,0.612
2017-01-26,0,0.595
2017-01-27,0,0.591
2017-01-28,0,0.588
2017-01-29,0,0.586
2017-01-30,0,0.586
2017-01-31,0,0.584
2017-02-01,0,0.583
2017-02-02,0,0.582
2017-02-03,0,0.58100003
2017-02-04,0,0.58
2017-02-05,0,0.579
2017-02-06,0,0.578
2017-02-07,0,0.586
2017-02-08,0,0.585
2017-02-09,0,0.584
2017-02-10,0,0.583
2017-02-11,0,0.582
2017-02-12,0,0.58100003
2017-02-13,0,0.579
2017-02-14,0,0.577
2017-02-15,0,0.57600003
2017-02-16,0,0.574
2017-02-17,0,0.572
2017-02-18,0,0.57100004
2017-02-19,0,0.569
2017-02-20,0,0.565
2017-02-21,0,0.65200007
2017-02-22,0,0.681
2017-02-23,0,0.679
2017-02-24,0,0.67800003
2017-02-25,0,0.676
2017-02-26,0,0.683
2017-02-27,0,0.688
2017-02-28,0,0.71300006
2017-03-01,0,0.77599996
2017-03-02,0,0.7720001
2017-03-03,0,0.769
2017-03-04,0,0.765
2017-03-05,0,0.766
2017-03-06,0,0.763
2017-03-07,0,0.76
2017-03-08,0,0.758
2017-03-09,0,0.755
2017-03-10,0,0.756
2017-03-11,0,0.753
2017-03-12,0,0.75
2017-03-13,0,0.74700004
2017-03-14,0,0.744
2017-03-15,0,0.775
2017-03-16,0,0.77099997
2017-03-17,0,0.767
2017-03-18,0,0.764
2017-03-19,0,0.761
2017-03-20,0,0.761
2017-03-21,0,0.768
2017-03-22,0,0.765
2017-03-23,0,0.762
2017-03-24,0,0.759
2017-03-25,0,0.756
2017-03-26,0,0.72400004
2017-03-27,0,0.68
2017-03-28,0,0.67300004
2017-03-29,0,0.67
2017-03-30,0,0.66800004
2017-03-31,0,0.703
2017-04-01,0,0.71300006
2017-04-02,0,0.68200004
2017-04-03,0,0.666
2017-04-04,0,0.635
2017-04-05,0,0.634
2017-04-06,0,0.633
2017-04-07,0,0.62100005
2017-04-08,0,0.607
2017-04-09,0,0.584
2017-04-10,0,0.552
2017-04-11,0,0.552
2017-04-12,0,0.551
2017-04-13,0,0.62
2017-04-14,0,0.73
2017-04-15,0,0.725
2017-04-16,0,0.72099996
2017-04-17,0,0.78400004
2017-04-18,0,0.77800006
2017-04-19,0,0.773
2017-04-20,0,0.78099996
2017-04-21,0,0.774
2017-04-22,0,0.77099997
2017-04-23,0,0.767
2017-04-24,0,0.78300005
2017-04-25,0,0.88
2017-04-26,0,0.873
2017-04-27,0,0.866
2017-04-28,0,0.86200005
2017-04-29,0,0.856
2017-04-30,0,0.851
2017-05-01,0,0.84599996
2017-05-02,0,0.84
2017-05-03,0,0.809
2017-05-04,0,0.8
2017-05-05,0,0.745
2017-05-06,0,0.68
2017-05-07,0,0.62299997
2017-05-08,0,0.622
2017-05-09,0,0.62299997
2017-05-10,0,0.633
2017-05-11,0,0.64599997
2017-05-12,0,0.643
2017-05-13,0,0.64
2017-05-14,0,0.598
2017-05-15,0,0.544
2017-05-16,0,0.509
2017-05-17,0,0.477
2017-05-18,0,0.41
2017-05-19,0,0.35
2017-05-20,0,0.29700002
2017-05-21,0,0.24700001
2017-05-22,0,0.21100001
2017-05-23,0,0.19
2017-05-24,0,0.147
2017-05-25,0,0.115
2017-05-26,0,0.086
2017-05-27,0,0.054
2017-05-28,0,0.025
2017-05-29,0,0.008
2017-05-30,0,0.002
2017-05-31,0,0.0
2017-06-01,0,0.0
2017-06-02,0,0.0
2017-06-03,0,0.0
2017-06-04,0,0.0
2017-06-05,0,0.0
2017-06-06,0,0.0
2017-06-07,0,0.0
2017-06-08,0,0.0
2017-06-09,0,0.0
2017-06-10,0,0.0
2017-06-11,0,0.0
2017-06-12,0,0.0
2017-06-13,0,0.0
2017-06-14,0,0.0
2017-06-15,0,0.0
2017-06-16,0,0.0
2017-06-17,0,0.0
2017-06-18,0,0.0
2017-06-19,0,0.0
2017-06-20,0,0.0
2017-06-21,0,0.0
2017-06-22,0,0.0
2017-06-23,0,0.0
2017-06-24,0,0.0
2017-06-25,0,0.0
2017-06-26,0,0.0
2017-06-27,0,0.0
2017-06-28,0,0.0
2017-06-29,0,0.0
2017-06-30,0,0.0
2017-07-01,0,0.0
2017-07-02,0,0.0
2017-07-03,0,0.0
2017-07-04,0,0.0
2017-07-05,0,0.0
2017-07-06,0,0.0
2017-07-07,0,0.0
2017-07-08,0,0.0
2017-07-09,0,0.0
2017-07-10,0,0.0
2017-07-11,0,0.0
2017-07-12,0,0.0
2017-07-13,0,0.0
2017-07-14,0,0.0
2017-07-15,0,0.0
2017-07-16,0,0.0
2017-07-17,0,0.0
2017-07-18,0,0.0
2017-07-19,0,0.0
2017-07-20,0,0.0
2017-07-21,0,0.0
2017-07-22,0,0.0
2017-07-23,0,0.0
2017-07-24,0,0.0
2017-07-25,0,0.0
2017-07-26,0,0.0
2017-07-27,0,0.0
2017-07-28,0,0.0
2017-07-29,0,0.0
2017-07-30,0,0.0
2017-07-31,0,0.0
2017-08-01,0,0.0
2017-08-02,0,0.0
2017-08-03,0,0.0
2017-08-04,0,0.0
2017-08-05,0,0.0
2017-08-06,0,0.0
2017-08-07,0,0.0
2017-08-08,0,0.0
2017-08-09,0,0.0
2017-08-10,0,0.0
2017-08-11,0,0.0
2017-08-12,0,0.0
2017-08-13,0,0.0
2017-08-14,0,0.0
2017-08-15,0,0.0
2017-08-16,0,0.0
2017-08-17,0,0.0
2017-08-18,0,0.0
2017-08-19,0,0.0
2017-08-20,0,0.0
2017-08-21,0,0.0
2017-08-22,0,0.0
2017-08-23,0,0.0
2017-08-24,0,0.0
2017-08-25,0,0.0
2017-08-26,0,0.0
2017-08-27,0,0.0
2017-08-28,0,0.0
2017-08-29,0,0.0
2017-08-30,0,0.0
2017-08-31,0,0.0
2017-09-01,0,0.0
2017-09-02,0,0.0
2017-09-03,0,0.0
2017-09-04,0,0.0
2017-09-05,0,0.0
2017-09-06,0,0.0
2017-09-07,0,0.0
2017-09-08,0,0.0
2017-09-09,0,0.0
2017-09-10,0,0.0
2017-09-11,0,0.0
2017-09-12,0,0.0
2017-09-13,0,0.0
2017-09-14,0,0.0
2017-09-15,0,0.0
2017-09-16,0,0.0
2017-09-17,0,0.0
2017-09-18,0,0.0
2017-09-19,0,0.0
2017-09-20,0,0.0
2017-09-21,0,0.034
2017-09-22,0,0.009000001
2017-09-23,0,0.0
2017-09-24,0,0.0
2017-09-25,0,0.0
2017-09-26,0,0.0
2017-09-27,0,0.0
2017-09-28,0,0.0
2017-09-29,0,0.0
2017-09-30,0,0.0
2017-10-01,0,0.0
2017-10-02,0,0.0
2017-10-03,0,0.0
2017-10-04,0,0.0
2017-10-05,0,0.0
2017-10-06,0,0.0
2017-10-07,0,0.0
2017-10-08,0,0.001
2017-10-09,0,0.0
2017-10-10,0,0.0
2017-10-11,0,0.006
2017-10-12,0,0.025
2017-10-13,0,0.063
2017-10-14,0,0.046
2017-10-15,0,0.015
2017-10-16,0,0.0
2017-10-17,0,0.015
2017-10-18,0,0.049000002
2017-10-19,0,0.048
2017-10-20,0,0.047000002
2017-10-21,0,0.074
2017-10-22,0,0.074
2017-10-23,0,0.077
2017-10-24,0,0.08900001
2017-10-25,0,0.24200001
2017-10-26,0,0.234
2017-10-27,0,0.22700001
2017-10-28,0,0.216
2017-10-29,0,0.21300001
2017-10-30,0,0.21
2017-10-31,0,0.207
2017-11-01,0,0.19399999
2017-11-02,0,0.174
2017-11-03,0,0.172
2017-11-04,0,0.17
2017-11-05,0,0.16800001
2017-11-06,0,0.206
2017-11-07,0,0.204
2017-11-08,0,0.202
2017-11-09,0,0.2
